番組ID,番組分類,番組名,摘要,放映順,楽曲ID,楽曲名,歌手名
23211,"TV","たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語","ED","1",128659,"I’mpossible?","Luce Twinkle Wink☆"
23211,"TV","たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語","ED","最終回に放映",128659,"I’mpossible?","Luce Twinkle Wink☆"
19020,"TV","田中くんはいつもけだるげ","OP","",98614,"うたたねサンシャイン","Unlimited tone"
19020,"TV","田中くんはいつもけだるげ","ED","",98615,"BON-BON","CooRie"
19020,"TV","田中くんはいつもけだるげ","ED","最終回に放映",98614,"うたたねサンシャイン","Unlimited tone"
3256,"VD","他人の関係","ED","",10356,"Forever Love","天野由梨,森川智之"
777,"TV","楽しいウイロータウン","OP","1",3916,"夢にこんにちは-ウイロータウン物語-","奥井雅美"
777,"TV","楽しいウイロータウン","ED","1",1975,"リバプールへおいで","奥井雅美"
2671,"TV","たのしい算数 [スペシャル]","ED","",8621,"2001年未来都市","渡辺菜生子,三輪勝恵"
778,"TV","たのしい算数","OP","",9011,"(不明)","渡辺菜生子"
778,"TV","たのしい算数","ED","",8621,"2001年未来都市","渡辺菜生子,三輪勝恵"
779,"TV","楽しいムーミン一家","OP","1",3933,"夢の世界へ","白鳥英美子"
779,"TV","楽しいムーミン一家","OP","2",1163,"おまじないの歌","ポンピン隊~ムーミン谷の仲間たち~"
779,"TV","楽しいムーミン一家","ED","1",2692,"遠いあこがれ","白鳥英美子"
779,"TV","楽しいムーミン一家","ED","2",1017,"いつかすてきな旅","白鳥英美子"
780,"TV","楽しいムーミン一家冒険日記","OP","1",2140,"ヘソまがりんちょ","水森亜土,タイロン橋本"
780,"TV","楽しいムーミン一家冒険日記","ED","1",1017,"いつかすてきな旅","白鳥英美子"
19232,"TV","TABOO TATTOO","OP","",100451,"Belief","May'n"
19232,"TV","TABOO TATTOO","ED","",100452,"EGOISTIC EMOTION","小松未可子,安済知佳"
7007,"TV","W~ウィッシュ~","OP","",32050,"KIZUNA~絆","彩音"
7007,"TV","W~ウィッシュ~","ED","",32051,"想い出 good night","tiaraway"
16763,"WA","Double Circle","ED","",86211,"EVER","FANG"
13670,"TV","だぶるじぇい","ED","1",69797,"ワニとシャンプー","ももいろクローバーZ"
19495,"TV","WWW.WORKING!!","OP","",102366,"Eyecatch!Too much!","戸松遥,日笠陽子,雨宮天"
19495,"TV","WWW.WORKING!!","ED","",102367,"無重力フィーバー","中村悠一,内山昂輝,小野賢章"
21443,"TV","DOUBLE DECKER! ダグ&キリル","OP","",115043,"ステレオとモノローグ","霧雨アンダーテイカー"
21443,"TV","DOUBLE DECKER! ダグ&キリル","ED","第1話のみ放映",115043,"ステレオとモノローグ","霧雨アンダーテイカー"
21443,"TV","DOUBLE DECKER! ダグ&キリル","ED","1",115044,"Buntline Special","ビッケブランカ"
21615,"TV","タマ&フレンズ~うちのタマ知りませんか?~","OP","再放送時に放映",118650,"みつあみ引っ張って","福島清香"
21615,"TV","タマ&フレンズ~うちのタマ知りませんか?~","ED","1",116934,"ふれんず","La PomPon"
21615,"TV","タマ&フレンズ~うちのタマ知りませんか?~","ED","2",116935,"3丁目で会いましょう","津久井彩文,福島清香"
21615,"TV","タマ&フレンズ~うちのタマ知りませんか?~","ED","3",116260,"Tama & Friends","笠原弘子,福島清香"
21615,"TV","タマ&フレンズ~うちのタマ知りませんか?~","ED","再放送時に放映",118651,"TSUNAGU","A応P"
8155,"TV","タマ&フレンズ 探せ! 魔法のプニプニストーン","OP","",39213,"WE ARE.","PawPaw"
8155,"TV","タマ&フレンズ 探せ! 魔法のプニプニストーン","ED","",39454,"君との未来図","PawPaw"
21980,"MV","タマ&フレンズ~タマとふしぎな石像~","OP","",118650,"みつあみ引っ張って","福島清香"
12045,"TV","たまごっち!","OP","1",60445,"GO-GOたまごっち!","ならゆりあ"
12045,"TV","たまごっち!","OP","2",66354,"GO-GOたまごっち!","真堂圭,三瓶由布子,加藤奈々絵"
12045,"TV","たまごっち!","OP","3",66796,"GO-GOたまごっち!","柚木涼香,岡村明美,矢口アサミ"
12045,"TV","たまごっち!","OP","4",67134,"GO-GOたまごっち!","儀武ゆう子,こおろぎさとみ,釘宮理恵"
12045,"TV","たまごっち!","OP","5",67720,"GO-GOたまごっち!","金田朋子,佐々木日菜子,真堂圭"
12045,"TV","たまごっち!","OP","6",67990,"GO-GOたまごっち!","釘宮理恵,こおろぎさとみ,三瓶由布子,植竹香菜"
12045,"TV","たまごっち!","OP","7",68336,"GO-GOたまごっち!","真堂圭,三瓶由布子,加藤奈々絵,柚木涼香,岡村明美,矢口アサミ,儀武ゆう子,こおろぎさとみ,釘宮理恵,金田朋子,佐々木日菜子,植竹香菜"
12045,"TV","たまごっち!","OP","8",68675,"Like & Peace!","Dream5"
12045,"TV","たまごっち!","OP","9",71698,"キラキラ Every day","Dream5"
12045,"TV","たまごっち!","OP","10",74742,"I★my★me★mine","Dream5"
12045,"TV","たまごっち!","OP","11",78665,"ドレミファソライロ","Dream5"
12045,"TV","たまごっち!","OP","12",82292,"ロックン・ハート!","キラキラガールズ"
12045,"TV","たまごっち!","OP","13",84737,"みらくる☆トラベル","加藤英美里,斎藤千和"
12045,"TV","たまごっち!","ED","1",60446,"たまともフォーエバー","はいだしょうこ"
12045,"TV","たまごっち!","ED","2",64241,"もしも☆パラダイス!","mao"
12045,"TV","たまごっち!","ED","3",66355,"ハッピーハッピーハーモニー","真堂圭"
12045,"TV","たまごっち!","ED","4",68463,"Smiling!","Lay"
12045,"TV","たまごっち!","ED","5",69886,"キズナ","SHU-I"
12045,"TV","たまごっち!","ED","6",71699,"いのり","エイジアエンジニア"
12045,"TV","たまごっち!","ED","7",74743,"じゃんけんPON!","Dream5"
12045,"TV","たまごっち!","ED","8",78666,"きっとずっとHappy!","Dream5"
12045,"TV","たまごっち!","ED","9",82293,"パワフル・ビート!","レインボーイズ"
12045,"TV","たまごっち!","ED","10",84738,"いつかいつか","釘宮理恵"
10628,"MV","映画!たまごっち うちゅーいちハッピーな物語!?","OP","",52658,"たまごっち ハッピーヴァージョン","キグルミ"
10628,"MV","映画!たまごっち うちゅーいちハッピーな物語!?","ED","",51899,"グリーンフラッシュ伝説","Pabo"
18528,"TV","たまごっち! たまともだいしゅーGO","OP","",60445,"GO-GOたまごっち!","ならゆりあ"
3378,"MV","たまごっち ホントのはなし","ED","",11102,"レッツゴー","ピキピキ5"
15668,"TV","たまこまーけっと","OP","",80215,"ドラマチックマーケットライド","洲崎綾"
15668,"TV","たまこまーけっと","ED","1",80216,"ねぐせ","洲崎綾"
15668,"TV","たまこまーけっと","ED","スポット放映",81821,"恋の歌","ダイナマイトビーンズ"
17178,"MV","たまこラブストーリー","OP","",89780,"KOI NO UTA","藤原啓治"
17178,"MV","たまこラブストーリー","ED","1",88269,"こいのうた","洲崎綾"
17178,"MV","たまこラブストーリー","ED","2",88087,"プリンシプル","洲崎綾"
19986,"WA","たまぽんず","ED","最終回に放映",104641,"treasures","和田直華"
12975,"VD","たまゆら","OP","",65693,"やさしさに包まれたなら","坂本真綾"
12975,"VD","たまゆら","ED","1",66087,"メロディ","中島愛"
12975,"VD","たまゆら","ED","2",66389,"夏鳥","中島愛"
18151,"MV","たまゆら~卒業写真~","ED","1",92961,"これから","坂本真綾"
18151,"MV","たまゆら~卒業写真~","ED","スポット放映",99167,"これから~うたとピアノ~","坂本真綾"
13754,"TV","たまゆら~hitotose~","OP","",70510,"おかえりなさい","坂本真綾"
13754,"TV","たまゆら~hitotose~","ED","1",70511,"神様のいたずら","中島愛"
13754,"TV","たまゆら~hitotose~","ED","スポット放映",70513,"星空","中島愛"
13754,"TV","たまゆら~hitotose~","ED","スポット放映",70514,"夏鳥-うたとぴあの-","中島愛"
13754,"TV","たまゆら~hitotose~","ED","スポット放映",72559,"あしたの陽だまり","竹達彩奈,井口裕香,阿澄佳奈,儀武ゆう子"
13754,"TV","たまゆら~hitotose~","ED","最終回に放映",70748,"A HAPPY NEW YEAR","坂本真綾"
16142,"TV","たまゆら~もあぐれっしぶ~","OP","",82713,"はじまりの海","坂本真綾"
16142,"TV","たまゆら~もあぐれっしぶ~","ED","1",82714,"ありがとう","中島愛"
16142,"TV","たまゆら~もあぐれっしぶ~","ED","スポット放映",82715,"風色のフィルム","中島愛"
16142,"TV","たまゆら~もあぐれっしぶ~","ED","最終回に放映",84744,"最後の春休み","千菅春香"
22618,"TV","球詠","OP","",123711,"Never Let You Go!","七穂"
22618,"TV","球詠","ED","",123712,"プラスマイナスゼロの法則","新越谷高校女子野球部"
799,"TV","ダメおやじ","OP","",1687,"ダメおやじの唄","大泉滉,雷門ケン坊,サカモト児童合唱団"
799,"TV","ダメおやじ","ED","",1688,"ダメおやじ愛のテーマ","ペンあんどペンシル"
7147,"TV","だめっこどうぶつ","OP","",32931,"世界でいちばんボクが好き!","新谷良子"
7147,"TV","だめっこどうぶつ","ED","DVD版",33492,"ライフイズフリー","新谷良子"
20778,"TV","ダメプリ ANIME CARAVAN","OP","",110189,"D×D×D","BREAKERZ"
20778,"TV","ダメプリ ANIME CARAVAN","ED","1",110190,"Light&Shade","斉藤壮馬,木村良平"
20778,"TV","ダメプリ ANIME CARAVAN","ED","2",110191,"Promise","前野智昭,武内駿輔,竹本英史"
20778,"TV","ダメプリ ANIME CARAVAN","ED","3",110192,"Treasure","石川界人,梅原裕一郎"
21981,"MV","ダヤンとジタン","ED","",117586,"ぼくについておいで","鈴木雅之"
10859,"TV","タユタマ-Kiss on my Deity-","OP","",55520,"The fine every day","Kicco"
10859,"TV","タユタマ-Kiss on my Deity-","ED","第1話のみ放映",55520,"The fine every day","Kicco"
10859,"TV","タユタマ-Kiss on my Deity-","ED","1",55521,"キズナノ唄","宮崎羽衣"
15022,"TV","TARI TARI","OP","",76848,"Dreamer","AiRI"
15022,"TV","TARI TARI","ED","第1話のみ放映",76849,"潮風のハーモニー(2人Ver.)","白浜坂高校合唱部(2人版)"
15022,"TV","TARI TARI","ED","1",78232,"潮風のハーモニー(4人Ver.)","白浜坂高校合唱部(2人版),島﨑信長,花江夏樹"
15022,"TV","TARI TARI","ED","2",77384,"潮風のハーモニー","白浜坂高校合唱部(5人版)"
15022,"TV","TARI TARI","ED","スポット放映",77226,"心の旋律(#02 ED ver.)","瀬戸麻沙美,早見沙織"
15022,"TV","TARI TARI","ED","スポット放映",77652,"心の旋律(#06 ED ver.)","白浜坂高校合唱部(2人版)"
15022,"TV","TARI TARI","ED","",97797,"いつまでも輝きを","白浜坂高校合唱部(5人版)"
15022,"TV","TARI TARI","ED","最終回に放映",78327,"潮風のハーモニー(#13 ED ver.)","白浜坂高校合唱部(5人版)"
16228,"MV","だれかのまなざし","ED","",83331,"それでいいよ","和紗"
16215,"TV","ダンガンロンパ The Animation","OP","1",83880,"Never Say Never","TKDz2b"
16215,"TV","ダンガンロンパ The Animation","OP","スポット放映",84117,"モノクマおんど","小林幸子"
16215,"TV","ダンガンロンパ The Animation","ED","1",83750,"絶望性:ヒーロー治療薬","スズム"
16215,"TV","ダンガンロンパ The Animation","ED","最終回に放映",85072,"再生-rebuild-(re:build ver.)","緒方恵美"
19607,"TV","ダンガンロンパ3-The End of希望ヶ峰学園-希望編","ED","",102473,"ever free","hide"
19192,"TV","ダンガンロンパ3-The End of希望ヶ峰学園-絶望編","OP","",101137,"カミイロアワセ","binaria"
19192,"TV","ダンガンロンパ3-The End of希望ヶ峰学園-絶望編","ED","",101138,"絶対希望バースデー","緒方恵美"
19189,"TV","ダンガンロンパ3-The End of希望ヶ峰学園-未来編","OP","",99868,"DEAD OR LIE","黒崎真音"
19189,"TV","ダンガンロンパ3-The End of希望ヶ峰学園-未来編","ED","",99869,"Recall THE END","TRUSTRICK"
15040,"TV","探検ドリランド","OP","",77095,"Together~探検ドリランド~","さくら"
15040,"TV","探検ドリランド","ED","1",76856,"DRAGON BOY","Civilian Skunk"
15040,"TV","探検ドリランド","ED","2",78776,"流れ星","96猫"
15040,"TV","探検ドリランド","ED","3",79820,"BUNBUN NINE9'","Cheeky Parade"
16001,"TV","探検ドリランド-1000年の真宝-","OP","1",81755,"Go ahead!","高橋秀幸"
16001,"TV","探検ドリランド-1000年の真宝-","OP","2",85147,"Go ahead!~SSR~","高橋秀幸,さくら"
16001,"TV","探検ドリランド-1000年の真宝-","ED","1",81920,"STEP&GO","PASSPO☆"
16001,"TV","探検ドリランド-1000年の真宝-","ED","2",83771,"BLESSING CARD","VALSHE"
16001,"TV","探検ドリランド-1000年の真宝-","ED","3",85148,"JUVENILE!!!!","ハナエ"
16001,"TV","探検ドリランド-1000年の真宝-","ED","4",86860,"you can do it!","Suzu"
15941,"TV","断裁分離のクライムエッジ","OP","",81375,"運命の檻","愛美"
15941,"TV","断裁分離のクライムエッジ","ED","1",81376,"君と二人","YURI*KARI"
15941,"TV","断裁分離のクライムエッジ","ED","スポット放映",81877,"硝子の三日月","小岩井ことり"
14015,"TV","男子高校生の日常","OP","1",72313,"Shiny tale","Mix Speaker's,Inc."
14015,"TV","男子高校生の日常","OP","",77319,"男子高校生の日常のテーマ","竹内浩明"
14015,"TV","男子高校生の日常","OP","最終回に放映",72314,"おひさま","雨先案内人"
14015,"TV","男子高校生の日常","ED","第1話のみ放映",73112,"文学少女","ENA"
14015,"TV","男子高校生の日常","ED","1",72314,"おひさま","雨先案内人"
14015,"TV","男子高校生の日常","ED","",77318,"悲しき男子高校生 Based by 山内泰延","竹内浩明"
14015,"TV","男子高校生の日常","ED","最終回に放映",72313,"Shiny tale","Mix Speaker's,Inc."
3257,"VD","誕生-Debut-","OP","",10357,"わたしを自慢に思って","冨永みーな,笠原弘子,かないみか"
3257,"VD","誕生-Debut-","ED","",10358,"サヨナラに触れない","冨永みーな,笠原弘子,かないみか"
17966,"TV","ダンジョンに出会いを求めるのは間違っているだろうか","OP","",92543,"Hey World","井口裕香"
19781,"VD","ダンジョンに出会いを求めるのは間違っているだろうか","OP","",92543,"Hey World","井口裕香"
17966,"TV","ダンジョンに出会いを求めるのは間違っているだろうか","ED","第1話のみ放映",92543,"Hey World","井口裕香"
17966,"TV","ダンジョンに出会いを求めるのは間違っているだろうか","ED","1",92544,"RIGHT LIGHT RISE","分島花音"
17966,"TV","ダンジョンに出会いを求めるのは間違っているだろうか","ED","スポット放映",93371,"REALIZE~始まりのとき~","内田真礼"
19781,"VD","ダンジョンに出会いを求めるのは間違っているだろうか","ED","",103572,"君とボクの1日","水瀬いのり"
22854,"TV","ダンジョンに出会いを求めるのは間違っているだろうかⅢ","OP","",125365,"over and over","井口裕香"
22854,"TV","ダンジョンに出会いを求めるのは間違っているだろうかⅢ","ED","第1話のみ放映",125365,"over and over","井口裕香"
22854,"TV","ダンジョンに出会いを求めるのは間違っているだろうかⅢ","ED","1",127697,"Evergreen","sajou no hana"
22118,"TV","ダンジョンに出会いを求めるのは間違っているだろうかⅡ","OP","",119586,"HELLO to DREAM","井口裕香"
22396,"VD","ダンジョンに出会いを求めるのは間違っているだろうかⅡ","OP","",119586,"HELLO to DREAM","井口裕香"
22118,"TV","ダンジョンに出会いを求めるのは間違っているだろうかⅡ","ED","第1話のみ放映",119586,"HELLO to DREAM","井口裕香"
22118,"TV","ダンジョンに出会いを求めるのは間違っているだろうかⅡ","ED","1",119587,"ささやかな祝祭","sora tob sakana"
22396,"VD","ダンジョンに出会いを求めるのは間違っているだろうかⅡ","ED","",122014,"トロピカッ☆バケーション","大西沙織"
12236,"TV","ダンス イン ザ ヴァンパイアバンド","OP","1",61169,"フレンズ","中野愛子"
12236,"TV","ダンス イン ザ ヴァンパイアバンド","OP","2",61169,"フレンズ","中野愛子"
12236,"TV","ダンス イン ザ ヴァンパイアバンド","OP","最終回に放映",61170,"爪痕","hibiku"
12236,"TV","ダンス イン ザ ヴァンパイアバンド","ED","1",61170,"爪痕","hibiku"
12236,"TV","ダンス イン ザ ヴァンパイアバンド","ED","スポット放映",61169,"フレンズ","中野愛子"
12236,"TV","ダンス イン ザ ヴァンパイアバンド","ED","最終回に放映",61169,"フレンズ","中野愛子"
18572,"TV","Dance with Devils","OP","",95617,"覚醒のAir","羽多野渉"
18572,"TV","Dance with Devils","ED","第1話のみ放映",95617,"覚醒のAir","羽多野渉"
18572,"TV","Dance with Devils","ED","1",95618,"マドモ★アゼル","PENTACLE★"
13793,"MV","たんすわらし。","OP","",85603,"(曲名不明)","杉林恭雄"
13793,"MV","たんすわらし。","ED","",70718,"またあいましょう","杉林恭雄"
13551,"TV","ダンタリアンの書架","OP","",69683,"Cras numquam scire","Yucca"
13551,"TV","ダンタリアンの書架","ED","1",69684,"yes,prisoner","maRIONnetTe"
13551,"TV","ダンタリアンの書架","ED","最終回に放映",69683,"Cras numquam scire","Yucca"
18335,"TV","だんちがい","ED","",94976,"Gentle Mischief","徳井青空"
18335,"TV","だんちがい","ED","",94977,"Princess Durandal","堀野紗也加"
18335,"TV","だんちがい","ED","",94978,"Early Morning","明坂聡美"
18335,"TV","だんちがい","ED","",94979,"Let a good day","小松未可子"
15827,"TV","団地ともお","OP","1",81916,"団地でDAN!RAN!","怒髪天"
15827,"TV","団地ともお","ED","1",81917,"スタートライン!","ソナーポケット"
15827,"TV","団地ともお","ED","2",85149,"スーパスマイラー","LIFriends"
15827,"TV","団地ともお","ED","3",87527,"アカネ","a flood of circle"
15827,"TV","団地ともお","ED","4",89264,"フレンズ!フレンズ!","Rico"
15827,"TV","団地ともお","ED","5",90114,"ふたりで歩けば","山崎あおい"
18428,"TS","団地ともお スペシャル","OP","",81916,"団地でDAN!RAN!","怒髪天"
18428,"TS","団地ともお スペシャル","ED","",90114,"ふたりで歩けば","山崎あおい"
12997,"TV","探偵オペラ ミルキィホームズ","OP","",66427,"正解はひとつ!じゃない!!","ミルキィホームズ"
12997,"TV","探偵オペラ ミルキィホームズ","ED","",66428,"本能のDOUBT","飛蘭"
20765,"TS","探偵オペラ ミルキィホームズ アルセーヌ 華麗なる欲望","ED","",110099,"Reflection","ミルキィホームズ"
15764,"VD","探偵オペラ ミルキィホームズ Alternative TWO","OP","",78839,"雨上がりのミライ(Alternative Mix)","ミルキィホームズ"
15764,"VD","探偵オペラ ミルキィホームズ Alternative TWO","ED","",78020,"キミのなかのワタシ","ミルキィホームズ,SV TRIBE"
15321,"TS","探偵オペラ ミルキィホームズ Alternative ONE","OP","",78839,"雨上がりのミライ(Alternative Mix)","ミルキィホームズ"
15321,"TS","探偵オペラ ミルキィホームズ Alternative ONE","ED","",78020,"キミのなかのワタシ","ミルキィホームズ,SV TRIBE"
21558,"TS","探偵オペラ ミルキィホームズ サイコの挨拶","ED","",115817,"そして、群青にとけていく","ミルキィホームズ"
13806,"TS","探偵オペラ ミルキィホームズ サマー・スペシャル","OP","1",66427,"正解はひとつ!じゃない!!","ミルキィホームズ"
13806,"TS","探偵オペラ ミルキィホームズ サマー・スペシャル","ED","1",70825,"パーティーパーティー!","ミルキィホームズ"
14228,"TV","探偵オペラ ミルキィホームズ 第2幕","OP","",72955,"ナゾ!ナゾ?Happiness!!","ミルキィホームズ"
14228,"TV","探偵オペラ ミルキィホームズ 第2幕","ED","",72839,"Lovely Girls Anthem","麻生夏子"
19855,"TS","探偵オペラ ミルキィホームズ ファンファンパーリーナイト♪","ED","",103924,"ファンファンパーリーナイト♪","ミルキィホームズ"
5976,"TV","探偵学園Q","OP","1",26004,"迷Q!?-迷宮-MAKE★YOU-","岸本早未"
5976,"TV","探偵学園Q","OP","2",27919,"Luvly,Merry-Go-Round","ピポ☆エンジェルズ"
5976,"TV","探偵学園Q","OP","3",29198,"100%ピュア","ピポ☆エンジェルズ"
5976,"TV","探偵学園Q","ED","1",26003,"恋ごころ","菅崎茜"
5976,"TV","探偵学園Q","ED","2",26908,"虹色にひかる海","北原愛子"
5976,"TV","探偵学園Q","ED","3",27918,"みえないストーリー","岸本早未"
5976,"TV","探偵学園Q","ED","4",29199,"風に向かい歩くように","岸本早未"
17817,"TV","探偵歌劇 ミルキィホームズ TD","OP","",91316,"ミルキィ A GO GO","ミルキィホームズ"
17817,"TV","探偵歌劇 ミルキィホームズ TD","ED","",91317,"探求Dreaming","新田恵海"
4641,"TV","探偵少年カゲマン","OP","1",18637,"光と影の小夜曲~カゲマンのテーマ","東京プリン"
4641,"TV","探偵少年カゲマン","ED","",18637,"光と影の小夜曲~カゲマンのテーマ","東京プリン"
18586,"TV","探偵チームkz事件ノート","ED","",95565,"難解!ミステリー","Diana Garnet"
6706,"TV","DANDOH!!","OP","1",30187,"Going on!","Bullet 77"
6706,"TV","DANDOH!!","ED","1",30188,"WILD FLOWER ~花に嵐の喩えあり~","Bullet 77"
6706,"TV","DANDOH!!","ED","2",31043,"Believe in love","Bullet 77"
6706,"TV","DANDOH!!","ED","最終回に放映",30187,"Going on!","Bullet 77"
17571,"TV","旦那が何を言っているかわからない件","ED","1",90251,"いいかげんにして、あなた","田村ゆかり,鈴村健一"
17571,"TV","旦那が何を言っているかわからない件","ED","スポット放映",91271,"奥様のブルース","田村ゆかり,釘宮理恵,新谷良子"
18103,"TV","旦那が何を言っているかわからない件 2スレ目","ED","スポット放映",91271,"奥様のブルース","田村ゆかり,釘宮理恵,新谷良子"
18103,"TV","旦那が何を言っているかわからない件 2スレ目","ED","",92756,"ゆるがぬふたり~愛の讃歌~","田村ゆかり,鈴村健一"
22095,"TV","ダンベル何キロ持てる?","OP","",119568,"お願いマッスル","ファイルーズあい,石川界人"
22095,"TV","ダンベル何キロ持てる?","ED","1",119569,"マッチョア ネーム?","石川界人"
22095,"TV","ダンベル何キロ持てる?","ED","最終回に放映",120598,"Snow Globe","tea"
13350,"TV","ダンボール戦機","OP","1",68211,"1ドリーム","Little Blue boX"
13350,"TV","ダンボール戦機","OP","2",18650,"以心伝心","Little Blue boX"
13350,"TV","ダンボール戦機","ED","1",68212,"僕の貯金箱","前川紘毅"
13350,"TV","ダンボール戦機","ED","2",18651,"ヒミツキチ","前川紘毅"
15973,"TV","ダンボール戦機WARS","OP","1",81882,"無限マイセルフ","Little Blue boX"
15973,"TV","ダンボール戦機WARS","OP","2",84575,"エターナル","Little Blue boX"
15973,"TV","ダンボール戦機WARS","ED","1",82205,"神様 ヤーヤーヤー","Dream5"
15973,"TV","ダンボール戦機WARS","ED","2",84576,"ぼくたちのウォーズ","逢坂良太,石塚さより,前野智昭"
15973,"TV","ダンボール戦機WARS","ED","最終回に放映",85778,"閃き","逢坂良太"
14229,"TV","ダンボール戦機W","OP","1",73231,"BRAVE HERO","Little Blue boX"
14229,"TV","ダンボール戦機W","OP","2",76353,"三位一体","Little Blue boX"
14229,"TV","ダンボール戦機W","OP","3",78694,"2スピリッツ","Little Blue boX"
14229,"TV","ダンボール戦機W","OP","4",80261,"テレパシー","Little Blue boX"
14229,"TV","ダンボール戦機W","ED","1",73232,"Do Wak パラッパ","前川紘毅"
14229,"TV","ダンボール戦機W","ED","2",76354,"目を閉じて…","前川紘毅"
14229,"TV","ダンボール戦機W","ED","3",78695,"生まれ変わっても僕でいいよ","前川紘毅"
14229,"TV","ダンボール戦機W","ED","4",80262,"地球の絆","Dream5"
9951,"TV","チーズスイートホーム","OP","1",49361,"おうちがいちばん","こおろぎさとみ"
11477,"TV","チーズスイートホーム あたらしいおうち","OP","1",56652,"チーさな大冒険","松本梨香"
19657,"TV","CHEATING CRAFT","OP","",102849,"加速するトライアル","仮面女子"
19657,"TV","CHEATING CRAFT","ED","",102850,"ウェルカム・フューチャー","楠田亜衣奈"
19246,"TV","チア男子!!","OP","",100566,"初めの一歩","ラックライフ"
19246,"TV","チア男子!!","ED","第1話のみ放映",100566,"初めの一歩","ラックライフ"
19246,"TV","チア男子!!","ED","1",100567,"LIMIT BREAKERS","BREAKERS"
19246,"TV","チア男子!!","ED","スポット放映",102787,"BREAKERS DANCE TRACK \"LOUDER&HARDER\" (学園祭用 Ver.)","Paul Drew"
801,"TV","小さなアヒルの大きな愛の物語 アヒルのクワック","OP","1",4021,"約束だよ“KWAK'S SONG”","林原めぐみ"
801,"TV","小さなアヒルの大きな愛の物語 アヒルのクワック","ED","1",1959,"ハッピー・ハッピー“ALFRED'S WALK”","林原めぐみ"
802,"TV","ちいさなおばけ アッチコッチソッチ","OP","",1715,"ちっちゃなおばけのうた","平野レミ"
802,"TV","ちいさなおばけ アッチコッチソッチ","ED","",1042,"いないいないおばけ","平野レミ"
1868,"TV","小さな巨人 ミクロマン","OP","1",5320,"Big heart~ミクロマンのテーマ~","三浦大地"
1868,"TV","小さな巨人 ミクロマン","ED","1",5321,"Big heart~ミクロマンのテーマ~","(インストゥルメンタル)"
1868,"TV","小さな巨人 ミクロマン","ED","2",5900,"Perfect World","三浦大地"
1868,"TV","小さな巨人 ミクロマン","ED","3",9858,"I WANT YOU BACK","Folder"
11322,"MV","小さな巨人 ミクロマン 大激戦!ミクロマンVS最強戦士ゴルゴン","OP","",5320,"Big heart~ミクロマンのテーマ~","三浦大地"
11322,"MV","小さな巨人 ミクロマン 大激戦!ミクロマンVS最強戦士ゴルゴン","ED","",5900,"Perfect World","三浦大地"
3691,"TS","小さな恋のものがたり チッチとサリー初恋の四季","OP","",12210,"愛をあずけて","清原正姫"
3691,"TS","小さな恋のものがたり チッチとサリー初恋の四季","ED","",12210,"愛をあずけて","清原正姫"
804,"TV","小さなバイキングビッケ","OP","1",2025,"ビッケは小さなバイキング","栗葉子,ザ・バイキング"
804,"TV","小さなバイキングビッケ","ED","1",1713,"チッチの歌","松金よね子"
804,"TV","小さなバイキングビッケ","ED","2",2105,"フラーケ族の歌","テアトル・エコー"
804,"TV","小さなバイキングビッケ","ED","3",1716,"ちっちゃなビッケと大きな父さん","栗葉子,ザ・バイキング"
3427,"TS","小さなラブレター -まり子とねむの木の子供たち-","OP","",11202,"ペチカの灯り","潘恵子"
3427,"TS","小さなラブレター -まり子とねむの木の子供たち-","ED","",17710,"さよならイエスタデイ","潘恵子"
17948,"VD","ちいちゃんのかげおくり","ED","",7519,"インストゥルメンタル曲(曲名不明)","(インストゥルメンタル)"
17722,"VD","チェインクロニクル","OP","",89586,"REASON","The Sketchbook"
17722,"VD","チェインクロニクル","ED","",87922,"Arrive","The Sketchbook"
19875,"TV","チェインクロニクル ヘクセイタスの閃","OP","1",104113,"MY LIBERATION","ナノ"
19875,"TV","チェインクロニクル ヘクセイタスの閃","OP","",103977,"Chain the world","東山奈央"
19875,"TV","チェインクロニクル ヘクセイタスの閃","ED","1",104114,"True Destiny","東山奈央"
19875,"TV","チェインクロニクル ヘクセイタスの閃","ED","",103978,"PARAISO","ナノ"
805,"TV","チエちゃん奮戦記 じゃりン子チエ","OP","",3416,"絶唱!!とっぴんしゃん音頭","中山千夏"
805,"TV","チエちゃん奮戦記 じゃりン子チエ","ED","",3096,"三日月ロンリネス","佐々木真理"
1819,"VD","真(チェンジ!!)ゲッターロボ 世界最後の日","OP","1",5002,"今がその時だ","水木一郎"
1819,"VD","真(チェンジ!!)ゲッターロボ 世界最後の日","OP","2",8408,"HEATS","影山ヒロノブ"
1819,"VD","真(チェンジ!!)ゲッターロボ 世界最後の日","ED","1",5003,"約束の丘","中瀬聡美,千葉千恵巳"
1819,"VD","真(チェンジ!!)ゲッターロボ 世界最後の日","ED","2",8409,"HURRY UP DREAM~旅立ち~","岩永雅子"
21222,"TV","ちおちゃんの通学路","OP","",113566,"Danger in my 通学路","大空直美,小見川千明,本渡楓"
21222,"TV","ちおちゃんの通学路","ED","",113567,"ナナイロード","大空直美,小見川千明"
20327,"TV","地下すぎアイドル あかえちゃん","ED","1",106940,"地下すぎてアンダーグラウンド","地下すぎプリンセス"
20327,"TV","地下すぎアイドル あかえちゃん","ED","2",106941,"恋のネイキッドダンス","地下すぎプリンセス"
